код;;ПРАЙС 01.10.2020;Количество;Гарантия;"Рекомендуемая
 розничная
 цена";Цена!
61779;;Кулер S-AM4 AMD Wraith Stealth (Al 65w ) oem;;3;;3,5
;Universal;;;;;
63649;;Кулер Aerocool BAS U-3P (S-1150/1151/1155/1156/AM3/AM4, 1800RPM, 110W) RTL;;12;;5,1
68064;;Кулер Arctic Cooling Freezer 11 LP (UCACO-P2000000-BL) 1155/1151, 900-2000об/мин, Al+тепл.трубки 95w;;3;;15
21322;;Кулер Arctic Cooling Freezer 13 CO (UCACO-FZ13100-BL) 1366/1155/775/754-AM2/AM3, 600-2000об/мин, Al+тепл.трубки;;3;;25
69223;;Кулер Arctic Cooling Freezer 34 eSports Green (ACFRE00059A) (4пин, 1155/2011-3/2066/AM4, 200-2100об/мин,Al+тепл.трубки);;3;;40,5
65941;;Кулер Arctic Cooling Freezer 34 eSports Red (ACFRE00056A) (4пин, 1155/2011-3/2066/AM4, 200-2100об/мин,Al+тепл.трубки);;3;;40,5
69222;;Кулер Arctic Cooling Freezer 34 eSports Yellow (ACFRE00058A) (4пин, 1155/2011-3/2066/AM4, 200-2100об/мин,Al+тепл.трубки);;3;;40,5
69070;;Кулер Arctic Cooling Freezer 50 TR (ACFRE00070A) TR4\TRX40, 200-1800об/мин, Al+Тепл.трубки, вент-р 2*140мм с PWM, 350w;;3;;63,5
62750;;Кулер be quiet!  Dark Rock Pro 4 (BK022) (4пин,1200/1150/1151/1155/1156/1366/2011(-3) Square ILM/2066/AM2(+)/AM3(+)/AM4/FM1/FM2(+),24.3дБ MAX, 1500об/м, Al+Copper);;24;;88,9
63151;;Кулер be quiet! Dark Rock 4 200W TDP (BK021) (4пин,1200/1150/1151/1155/1156/1366/2011(-3) Square ILM/2066/AM2(+)/AM3(+)/AM4/FM1/FM2(+),21.4дБ MAX, 1400об/м, Al+Copper) ;;24;;66,5
70395;;Кулер be quiet! Dark Rock Slim 180W TDP (BK024) (4пин,1200/1150/1151/1155/1156/1366/2011(-3) Square ILM/2066/AM2(+)/AM3(+)/AM4/FM1/FM2(+),23.6дБ MAX, 1500об/м, Al+Copper) ;;24;;60
70353;;Кулер be quiet! Pure Rock 2 (BK006) 150W TDP (4пин, 1200/2066/1150/1151/1155/2011(-3) square ILM,AM4/AM3(+) 26,8дБ MAX, 1500об/м, Al+Copper) ;;24;;40
65092;;Кулер be quiet! Pure Rock Slim 120W TDP (BK008) (4пин,1200/1150/1151/1155/1156/AM2(+)/AM3(+)/AM4/FM1/FM2(+),25.4дБ MAX, 2000об/м, Al+Copper);;24;;25,3
70233;;Кулер be quiet! Shadow Rock 3 190W TDP (BK004) (4пин, 1200/2066/1150/1151/1155/2011(-3) Square ILM/AM4/AM3(+) 24.4дБ MAX, 1400об/м, Al+Copper ) ;;24;;54,2
70363;;Кулер be quiet! Shadow Rock SLIM 160W TDP (BK010) (4пин, 1200/2066/1150/1151/1155/2011(-3) Square ILM/AM4/AM3(+) 23.7дБ MAX, 1400об/м, Al+Copper ) ;;24;;48
60465;;Кулер CROWN для процессора CM-80 (Для Intel и AMD, TDP до 65 Ватт, коннектор 3 pin, Низкая посадка радиатора , Гидродинамический подшипник, Размер: 115*103*42 мм);;3;;3,3
13802;;Кулер Deepcool Universal Gamma Archer (DP-MCAL-GA) (S-1150/775/AM3+/FM2+, 1600RPM, 21dBA, 55.5CFM, Al, 95W) RTL;;12;;5,1
24156;;Кулер Deepcool Universal GammaXX 200T (DP-MCH2-GMX200T) (S-1151/1150/1366/775/AM3+/FM2, 900-1600RPM, 17.8~26.1dBA, 54.25CFM, Cu+Al+2HP,4-pin, FDB, PWM) RTL;;12;;9,7
68039;;Кулер Deepcool Universal GammaXX 300B Blue (DP-MCH3-GMX300B) (S-1155/1366/775/AM3+/FM2, 900-1600RPM, 17.8~21dBA, 54.25CFM, Cu+Al+3HP, PWM, 130W) RTL;;12;;14,7
58599;;Кулер Deepcool Universal GammaXX 300R Red (DP-MCH3-GMX300RD)(S-1155/1366/775/AM3+/FM2, 900-1600RPM, 17.8~21dBA, 54.25CFM, Cu+Al+3HP, PWM, 130W);;12;;14,7
8783;;Кулер Deepcool Universal GammaXX 400 (DP-MCH4-GMX400) (S-2011/1155/1366/775/AM3+/FM2, 900-1500RPM, 21.4-32.1dBA, 60.29CFM, Cu+Al+4HP, PWM, Blue LED) RTL;;12;;18,3
69437;;Кулер Deepcool Universal GammaXX 400 V2 Blue  (DP-MCH4-GMX400V2-BL) (4пин,1155/1366/AM4-FM2,27.8дБ,500-1650об/мин,Al+теп.труб) RTL;;12;;18,3
69438;;Кулер Deepcool Universal GammaXX 400 V2 Red (DP-MCH4-GMX400V2-RD) (S-2011/1155/1366/775/AM3+/FM2, 900-1500RPM, 21.4-32.1dBA, 60.29CFM, Cu+Al+4HP, PWM, RED LED) RTL;;12;;18,3
63633;;Кулер Deepcool Universal GammaXX C40 (DP-MCH4-GMX-C40P) (S-2011/2066/1155/1366/775/AM3+/FM2+, Cu+Al+4HP, PWM, 130W) RTL;;12;;21,35
16405;;Кулер Deepcool Universal HTPC-200 (DP-MCH28015-H200) (S-1150/775/FM2+/AM3+, 600-2500RPM, 17.8-26.2dBA, 23CFM Al+4HP, 4-pin) RTL;;12;;13,5
14598;;Кулер Deepcool Universal Ice Blade 100 (DP-MCH1D8-IB100) (S-1155/1366/775/AM3+/FM2+, 2200RPM, 31.6dBA, 42.95CFM, Cu+Al+1HP, 3-pin) RTL;;12;;7,79
14599;;Кулер Deepcool Universal Ice Blade 200M (DP-MC8H2-IB200M) (S-2011/1155/1366/775/AM3+/FM2+, 900-2200RPM, 17.8-30.1dBA, 42.95CFM, Cu+Al+2HP, 4-pin PWM) RTL;;12;;16
47552;;Кулер ID-Cooling DK-01 (ID-CPU-DK-01) (LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1,800-2500об/мин, TDP 95W, PWM, FAN 92mm);;12;;4,3
52728;;Кулер ID-Cooling DK-01S (ID-CPU-DK-01S) (LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1,TDP 65W, FAN 80mm);;12;;2,8
47551;;Кулер ID-Cooling DK-01T (ID-CPU-DK-01T)(LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1,TDP 95W, FAN 92mm);;12;;3,9
47550;;Кулер ID-Cooling DK-03 (ID-CPU-DK-03)(LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1, 1600об/мин, TDP 100W, FAN 120mm);;12;;4,9
67273;;Кулер ID-Cooling DK-03 RGB PWM(ID-CPU-DK-03RGB-PWM) (LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1, 500-1800об/мин,TDP 100W, FAN 120mm);;12;;6,9
47549;;Кулер ID-Cooling IS-25i LGA115X низкопрофильный высота 27mm (TDP 75W, PWM, 2 тепл.трубки прямого контакта, FAN 80mm) BOX;;12;;13,4
67322;;Кулер ID-Cooling IS-30 (ID-CPU-IS-30)(LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1, низкопрофильный 30mm, 800-3600об/мин, TDP 100W, PWM, 4 тепл.трубки прямого контакта, FAN 92mm) ;;12;;14,5
64994;;Кулер ID-Cooling IS-40X (ID-CPU-IS-40X)(LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1, низкопрофильный 30mm, 600-2500об/мин, TDP 100W, PWM, 4 тепл.трубки прямого контакта, FAN 92mm) ;;12;;14,8
70841;;Кулер ID-Cooling IS-47K LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1 низкопрофильный высота 45mm (TDP 130W, PWM, 6 тепл.трубки прямого контакта, FAN 92mm, черный) BOX;;12;;28,5
71026;;Кулер ID-Cooling IS-50 MAX RGB LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1 низкопрофильный высота 77mm (TDP 130W, PWM, 5 тепл.трубки прямого контакта, RGB FAN 120mm) BOX;;12;;23
67334;;Кулер ID-Cooling IS-50X (ID-CPU-IS-50X)(LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1, низкопрофильный 57mm, 600-1600об/мин, TDP 130W, PWM, 5 тепл.трубки прямого контакта, FAN 120mm) ;;12;;18,5
52722;;Кулер ID-Cooling IS-60 (ID-CPU-IS-60)(LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1, низкопрофильный 55mm, 600-1600об/мин, TDP 160W, PWM, 6 тепл.трубки прямого контакта, FAN 120mm) ;;12;;26,5
70514;;Кулер ID-Cooling SE-207BK LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1 (TDP 250W, PWM, черный, 7 тепл.трубок + медная база, 2 x FAN 120mm);;12;;39
47546;;Кулер ID-Cooling SE-213V2 (LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1,16-20дБ, 800-1600об/мин, TDP 130W, PWM, 3 тепл.трубки прямого контакта, FAN 120mm);;12;;10,7
70959;;Кулер ID-Cooling SE-213V3-B LGA1200/115X/AM4/AM3/+/AM2/+/FM2/+/FM1 (TDP 130W, PWM, 3 тепл.трубки прямого контакта, FAN 120mm, Blue LED) RET;;12;;11,8
70958;;Кулер ID-Cooling SE-213V3-R LGA1200/115X/AM4/AM3/+/AM2/+/FM2/+/FM1 (TDP 130W, PWM, 3 тепл.трубки прямого контакта, FAN 120mm, Red LED) RET;;12;;11,8
47545;;Кулер ID-Cooling SE-214 (LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1,600-1800об/ TDP 130W, PWM, 4 тепл.трубки прямого контакта, FAN 120mm, Red LED);;12;;14,8
69238;;Кулер ID-Cooling SE-224-XT ARGB (LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1,900-2000об/ TDP 180W, PWM, 4 тепл.трубки прямого контакта, FAN 120mm, Addressable RGB LED);;12;;27,2
70817;;Кулер ID-Cooling SE-224-XT ARGB V2 (LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1,900-2000об/ TDP 180W, PWM, 4 тепл.трубки прямого контакта, FAN 120mm, Addressable RGB LED);;12;;27,7
69239;;Кулер ID-Cooling SE-224-XT Basic (LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1,900-2000об/ TDP 180W, PWM, 4 тепл.трубки прямого контакта, FAN 120mm);;12;;20,5
71028;;Кулер ID-Cooling SE-224-XT Black LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1 (TDP 180W, PWM, 4 тепл.трубки прямого контакта, White LED FAN 120mm, черный);;12;;21
71027;;Кулер ID-Cooling SE-224-XT White LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1 (TDP 180W, PWM, 4 тепл.трубки прямого контакта, White LED FAN 120mm, белый);;12;;21
70516;;Кулер ID-Cooling SE-224M-B LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1 (TDP 150W, PWM, 4 тепл.трубки прямого контакта, FAN 120mm, Blue LED);;12;;17,9
70517;;Кулер ID-Cooling SE-224M-R LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1 (TDP 150W, PWM, 4 тепл.трубки прямого контакта, FAN 120mm, Red LED);;12;;17,9
69240;;Кулер ID-Cooling SE-234-ARGB (LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1,900-2000об/ TDP 200W, PWM, 4 тепл.трубки прямого контакта, FAN 120mm, Addressable RGB LED);;12;;30,5
70783;;Кулер ID-Cooling SE-903-SD LGA115X/775/AM4/AM3/+/AM2/+/FM2/+/FM1 (TDP 130W, 3 тепл.трубки прямого контакта, FAN 92mm) RET;;12;;8,8
15566;;Кулер Noctua NH-D15 (S-1150/2011/2011-3/775/AM3+/AM4/FM2+, 2*FAN 140mm, 900-1500RPM, 19.2-24.6dBA, 67.98-82.52CFM, Al+Cu+HP, PWM) RTL;;12;;112
18153;;Кулер Noctua NH-D15S (S-1150/2011/2011-3/775/AM3+/AM4/FM2+, FAN 150mm, 300-1500RPM, 19.2-24.6dBA, 67.98-82.52CFM, Al+Cu+HP, PWM) RTL;;12;;107
70604;;Кулер PCCooler GI-D56V HALO RGB LGA2066/2011/1366/115x/775/AM4/3/3+/2/2+/FM1/2/2+ (12 шт/кор, TDP 160W, 120mm PWM VortexPro RGB FAN, 5 тепловых трубок 6мм, 1000-2000RPM, 29.1dBa);;12;;27
70680;;Кулер PCCooler GI-X3 S775/115X/AM2/AM3/AM4 (TDP 125W, вент-р 120мм с PWM, 3 тепловые трубки 6мм, белая LED подсветка, 1000-1800RPM, 26.5dBa);;12;;13,4
70682;;Кулер PCCooler GI-X3B V2 S775/115X/20XX/AM2/AM3/AM4 (TDP 125W, вент-р 120мм с PWM, 3 тепловые трубки 6мм, синяя LED подсветка, 1000-1800RPM, 26.5dBa);;12;;14,9
70681;;Кулер PCCooler GI-X3R V2 S775/115X/20XX/AM2/AM3/AM4 (TDP 125W, вент-р 120мм с PWM, 3 тепловые трубки 6мм, красная LED подсветка, 1000-1800RPM, 26.5dBa);;12;;14,4
70563;;Кулер PCCooler GI-X4B V2 S775/115X/20XX/AM2/AM3/AM4 (TDP 145W, 120mm PWM SilentPro Blue LED FAN, 4 тепловые трубки 6мм, 1000-1800RPM, 26.5dBa);;12;;17
70564;;Кулер PCCooler GI-X4R V2 S775/115X/20XX/AM2/AM3/AM4 (TDP 145W, 120mm PWM SilentPro Red LED FAN, 4 тепловые трубки 6мм, 1000-1800RPM, 26.5dBa);;12;;17
70566;;Кулер PCCooler GI-X4S S775/115X/20XX/AM2/AM3/AM4 (TDP 145W, 120mm PWM LED FAN, 4 тепловые трубки 6мм, 800-1600RPM, 18-30,8dBa);;12;;17
70562;;Кулер PCCooler GI-X5B S775/115X/AM2/AM3/AM4 (TDP 160W, вент-р 120мм с PWM, Blue LED FAN, 5 тепловых трубок 6мм, 1000-1800RPM, 26.5dBa);;12;;19,6
70636;;Кулер PCCooler GI-X5B V2 S775/115X/20XX/AM2/AM3/AM4 (TDP 160W, вент-р 120мм с PWM, Blue LED FAN, 5 тепловых трубок 6мм, 1000-1800RPM, 26.5dBa);;12;;20,6
70568;;Кулер PCCooler GI-X6B V2 S775/115X/20XX/AM2/AM3/AM4 (TDP 160W, вент-р 120мм с PWM, Blue LED FAN, 5 тепловых трубок 6мм, 1000-1800RPM, 26.5dBa);;12;;24
70569;;Кулер PCCooler GI-X6R V2 S775/115X/20XX/AM2/AM3/AM4 (TDP 160W, вент-р 120мм с PWM, Red LED FAN, 5 тепловых трубок 6мм, 1000-1800RPM, 26.5dBa);;12;;24
70567;;Кулер Phanteks PH-TC14PE Белый S775/115X/1366/2011/FM1/2+/AM2/2+/AM3/3+/AM4/TR4 (Dual Tower, 2 вент-ра 140мм с PWM, 5 тепловых трубок 8мм, 600-1300RPM, 19dBa);;55;;84
70565;;Кулер Phanteks PH-TC14PE Чёрный S775/115X/1366/2011/FM1/2+/AM2/2+/AM3/3+/AM4/TR4 (Dual Tower, 2 вент-ра 140мм с PWM, 5 тепловых трубок 8мм, 600-1300RPM, 19dBa);;55;;86
18135;;Кулер Thermalright Macho Rev.B (S-2011/1155/1366/775/2011/AM3+/FM2, 300-1300RPM, 15-21dBA, 16.9-73.6CFM, Al-Cu+6HP, 4-pin) RTL;;12;;60
;Водяное охлаждение;;;;;
66606;;"Система водяного охлаждения ASUS ROG Ryujin 360 ARGB (ROG RYUJIN 360) (LGA115X, LGA20XX, AM4, TR4, 29,3 дБ, 450-2000об/мин 3x Noctua iPPC 2000 PWM 120mm 1.77 "" Full Color OLED)";;12;;260
67519;;Система водяного охлаждения ASUS ROG Strix LC 240 RGB (ROG Strix LC 240) (LGA115X, LGA20XX, AM4, TR4, 37,6 дБ, 800-2500об/мин);;12;;175
67518;;Система водяного охлаждения ASUS ROG Strix LC 360 RGB (ROG Strix LC 360) (LGA115X, LGA20XX, AM4, TR4, 37,6 дБ, 800-2500об/мин);;12;;200
70951;;Система водяного охлаждения ASUS TUF GAMING LC 240 RGB (TUF GAMING LC 240 RGB) (LGA115X, LGA20XX, AM4, TR4, 29 дБ, 800-2000об/мин);;12;;125
65009;;Система водяного охлаждения Cooler Master MasterLiquid ML120L RGB (MLW-D12M-A20PC-R1) (4пин, 775 / 1155 / 1366 / 2011-3 / AM4-FM2+, 6-30дБ, 650-2000об / м) ;;12;;53,5
43531;;Система водяного охлаждения Corsair Hydro Series H45 (CW-9060028-WW) (1155/1366/2011/AM2/AM3/FM1/FM2, 31 дБ, 2300об/мин);;12;;50,4
66236;;Система водяного охлаждения Deepcool GammaXX L240 RGB V2 LGA20XX/LGA1366/LGA115X/AM4/AM3/+/AM2/+/FM2/+/FM1 (8шт/кор,TDP 250W, RGB Lighting, Anti-Leak edition, PWM, DUAL FAN) RET;;12;;65
69912;;Система водяного охлаждения Gigabyte Aorus 360 ARGB (LIQUID COOLER 360) (LGA115X, LGA20XX, AM4, TR4, 39,5 дБ, 2500об/мин);;12;;230
70844;;Система водяного охлаждения ID-Cooling ZoomFlow 240 X ARGB LGA20XX/LGA1366/LGA115X/TR4/AM4/AM3/+/AM2/+/FM2/+/FM1 (TDP 250W, ARGB FAN and PUMP, PWM, DUAL FAN 120mm) RET;;12;;54,2
70953;;Система водяного охлаждения MSI MAG CORELIQUID 360R (1150/1151/1155/1156/1200/1366/2011/2011-3/2066/AM4/FM2+/FM2/FM1/AM3+/AM2+/AM2/SocketTR4 / sTRX4/ SP3, 34.3 дБА, PWM , ARGB );;12;;151
71022;;Система водяного охлаждения PCCooler GI-AH280C CORONA FRGB LGA2066/2011/1366/115х/775/AM4/FM1/2/2+/AM2/2+/3/3+ (TDP 300W, 3 pin 5V RGB подсветка, 2х140mm PWM VortexPro FAN);;12;;85
71029;;Система водяного охлаждения PCCooler GI-CX240 ARGB LGA2066/2011/1366/115х/775/AM4/FM1/2/2+/AM2/2+/3/3+ (TDP 250W, 3 pin 5V Addressable RGB подсветка, 2х120mm PWM VortexPro FAN);;12;;63
;Другие;;;;;
71024;;Вентилятор 120mm 1STPLAYER CC DF1202512SEMN (НАБОР 3 в 1) controller & remote inc., RGB, 6-pin, 1200rpm, 30.54cfm, 12V, 19dBA;;12;;20
71025;;Вентилятор 120mm 1STPLAYER R1 , 5 color LED, 3-pin, 1000 rpm;;12;;3
67086;;Вентилятор 120mm Aerocool P7-F12 (RGB подсветка), 4 pin, 45.9 CFM, 1200 RPM, RTL;;12;;7,5
21344;;Вентилятор 120mm Arctic Cooling Arctic F12 Silent (ACFAN00027A) 3пин, 120x120x25mm, 800об/мин;;1;;5,5
33697;;Вентилятор 120mm Arctic Cooling Arctic F12 TC (AFACO-120T0-GBA01) 3пин, 120x120x25mm, 22.5 дБ, 300-1350 об/мин;;1;;6,5
68225;;Вентилятор 120mm Arctic Cooling Arctic P12 (ACFAN00118A) 3пин, 120x120x25mm, 1800об/мин RTL;;1;;5
63903;;Вентилятор 120mm Arctic Cooling Arctic P12 PWM (ACFAN00119A) 4пин, 120x120x25mm, 200-1800об/мин RTL;;1;;6
69225;;Вентилятор 120mm Arctic Cooling Arctic P12 PWM (ACFAN00171A) 4пин, 120x120x25mm, 200-1800об/мин RTL White;;1;;6,5
68070;;Вентилятор 120mm Arctic Cooling Arctic P12 Silent Black (ACFAN00130A) 3пин, 120x120x25mm, 800об/мин;;1;;5,5
62636;;Вентилятор 120mm be quiet! Pure Wings 2 PWM (BL039) (4пин, 120x120x25мм, 20.2дБ MAX, 1500об/мин);;12;;8,7
70969;;Вентилятор 120mm be quiet! Silent Wings 3 BL064 FDB 16.4dB 1450 RPM 3-pin;;12;;20,3
70968;;Вентилятор 120mm be quiet! Silent Wings 3 BL066 PWM FDB 16.4dB 1450 max.RPM 4-pin;;12;;20,6
66838;;Вентилятор 120mm Deepcool RF120B  (120x120x25mm, 1300об/мин, LED Blue подсветка);;3;;3,9
66612;;Вентилятор 120mm Deepcool RF120R (120x120x25mm, 1300об/мин, LED Red подсветка);;3;;3,9
66840;;Вентилятор 120mm Deepcool RF120W  (120x120x25mm, 1300об/мин, LED White подсветка);;3;;3,9
33734;;Вентилятор 120mm Deepcool XFAN 120 (DP-FDC-XF120) (3пин, 120x120x25mm, 23.7дБ, 1300об/мин);;3;;2,7
70561;;Вентилятор 120mm ID-Cooling FL-12025 120x120x25мм (3pin, черный, 1250об/мин, UltraQuiet)  BOX;;12;;2,1
70782;;Вентилятор 120mm ID-Cooling XF-12025-RGB TRIO (НАБОР 3 в 1) 120x120x25мм (Пульт управления, PWM, Low Noise, резиновые углы, RGB, 700-1800об/мин) BOX;;12;;22,5
70786;;Вентилятор 120mm ID-Cooling XF-12025-SD-K 120x120x25мм (PWM 4-pin, Low Noise, резиновые углы, 700-1800об/мин, черная крыльчатка) BOX;;12;;2,94
70606;;Вентилятор 120mm PCCooler CORONA FRGB KIT (НАБОР 3 в 1) 120x120x25мм (PWM, Addressable, RGB контроллер, пит. от мат.платы и БП, 1000-1800 об/мин) Retail;;12;;32
70608;;Вентилятор 120mm PCCooler CORONA RGB 120x120x25мм (PWM, пит. от мат.платы и БП, 1000-1800 об/мин) Retail;;12;;7,5
70605;;Вентилятор 120mm PCCooler HALO FRGB KIT (НАБОР 3 в 1) 120x120x25мм (PWM, Addressable, RGB контроллер, пит. от мат.платы и БП, 1000-2000 об/мин) Retail;;12;;30
70609;;Вентилятор 120mm PCCooler HALO RGB 120x120x25мм (PWM, пит. от мат.платы и БП, 1000-2000 об/мин) Retail;;12;;7,5
43496;;Вентилятор 140mm Arctic Cooling Arctic F14 (ACFAN00077A)  (3пин, 140x140x25мм, 24.4дБ, 1300об/мин);;1;;6
64772;;Вентилятор 140mm Arctic Cooling Arctic F14 PWM (ACFAN00078A) (4пин, 140x140x25мм, 24.4дБ, 550-1350об/мин);;1;;8
55819;;Вентилятор 140mm Arctic Cooling Arctic F14 PWM PST (ACFAN00079A) (4пин, 140x140x25мм, 24.4дБ, 400-1300об/мин);;1;;8,5
43551;;Вентилятор 140mm Arctic Cooling Arctic F14 PWM PST CO (ACFAN00080A) 4пин, 140x140x25мм, 1350об/мин);;1;;11
68066;;Вентилятор 140mm Arctic Cooling Arctic F14 TC (ACFAN00081A) 3пин, 140x140x25мм, 24.4дБ, 1300об/мин;;1;;8
68068;;Вентилятор 140mm Arctic Cooling Arctic P14 PWM Black  (ACFAN00124A) 4пин, 140x140x27мм, 200-1700об/мин;;1;;8
68067;;Вентилятор 140mm Arctic Cooling Arctic P14 Silent Black (ACFAN00139A) 3пин, 140x140x25мм, 800об/мин;;1;;7
70658;;Вентилятор 140mm be quiet! Pure Wings 2 PWM Rifle (BL040) (4пин, 140x140x25мм, 19,8дБ MAX, 1000 об/мин);;12;;9,8
70614;;Вентилятор 140mm be quiet! Pure Wings 2 Rifle (BL047) (3пин, 140x140x25мм, 18.8dB MAX, 1000об/мин);;12;;10,5
33743;;"Вентилятор 140mm Glacialtech IceWind GS14025 140x140x25mm 3-pin + Molex, OEM
";;1;;3,4
70784;;Вентилятор 140mm ID-Cooling NO-14025K 140x140x25мм (PWM 4-pin, Low Noise, резиновые углы, черный, 800-1600об/мин) BOX;;12;;4,4
71023;;Вентилятор 140mm ID-Cooling ZF-14025-ARGB 140x140x25мм (PWM, Low Noise, резиновые углы, Addresable RGB, 800-1600об/мин)  BOX;;12;;9,9
68065;;Вентилятор 80mm Arctic Cooling Arctic F8 (AFACO-08000-GBA01) 3пин, 80x80x25mm, 1200об/мин;;1;;4,3
21359;;Вентилятор 80mm Arctic Cooling Arctic F8 Pro (AFACO-08P00-GBA01) 3пин, 80x80x34mm,22.5дБ, 2000об/мин;;1;;5
21355;;Вентилятор 80mm Arctic Cooling Arctic F8 PWM PST (AFACO-080P0-GBA01) 4пин, 80x80x25mm,22.5 дБ,700-2000об/мин;;1;;6,3
21360;;Вентилятор 80mm Arctic Cooling Arctic F8 Silent (ACFAN00025A) 3пин, 80x80x25mm, 1200об/мин;;1;;5
18633;;Вентилятор 80mm Deepcool XFAN 80 (DP-FDC-XF80) (80x80x25мм, пит. от БП, черный, 1800об/мин) Color BOX;;3;;1,2
58327;;Вентилятор 80mm ID-Cooling NO-8025-SD (3пин, 80x80x25мм, 21дБ, 2000 об/мин);;12;;1,3
21348;;Вентилятор 92mm Arctic Cooling Arctic F9 PWM PST  (AFACO-090P0-GBA01) (4пин, 92x92x25mm,23.5дБ, 600-1800об/мин);;1;;6,4
58326;;Вентилятор 92mm ID-Cooling NO-9225-SD (3пин, 92x92x25мм, 20дБ, 1500 об/мин);;12;;2,4
21368;;Термоинтерфейс Arctic Thermal Pad (ACTPD00001A) Термоинтерфейс (50x50x0.5мм, 6 Вт/мК);;0;;5,1
21369;;Термоинтерфейс Arctic Thermal Pad (ACTPD00002A) Термоинтерфейс (50x50x1мм, 6 Вт/мК);;0;;5,9
